3,1,55.31,600.21,84.28,235.97,1,-1,-1,-1
3,2,827.08,301.00,72.10,200.31,1,-1,-1,-1
3,3,769.77,268.00,67.47,210.44,1,-1,-1,-1
3,4,1013.77,65.13,67.08,187.24,1,-1,-1,-1
3,5,328.81,226.75,63.42,184.43,1,-1,-1,-1
3,6,989.39,319.68,67.58,189.10,1,-1,-1,-1
3,7,737.16,643.72,84.85,234.14,1,-1,-1,-1
3,8,1800.07,206.71,63.42,163.52,1,-1,-1,-1
3,9,1624.33,373.46,89.91,218.28,1,-1,-1,-1
3,10,1158.11,808.03,98.77,258.19,1,-1,-1,-1
3,11,1580.34,237.59,71.09,184.86,1,-1,-1,-1
3,12,671.51,321.25,60.34,120.70,1,-1,-1,-1
3,13,1324.34,484.78,72.09,214.42,1,-1,-1,-1
3,14,881.40,116.23,55.25,149.55,1,-1,-1,-1
3,15,260.82,191.13,58.45,178.94,1,-1,-1,-1
3,16,404.48,214.30,60.56,175.08,1,-1,-1,-1
3,17,1740.39,206.44,51.23,157.66,1,-1,-1,-1
3,18,1493.73,31.14,56.85,140.06,1,-1,-1,-1
3,19,1601.82,28.34,57.95,166.28,1,-1,-1,-1
3,20,1414.89,18.33,53.47,135.68,1,-1,-1,-1
3,21,362.47,72.44,55.86,160.34,1,-1,-1,-1
3,22,1700.89,354.78,67.84,207.57,1,-1,-1,-1
3,23,1374.16,587.46,76.88,256.46,1,-1,-1,-1
3,24,1008.89,851.17,100.36,223.78,1,-1,-1,-1
3,25,1340.12,8.24,55.18,143.24,1,-1,-1,-1
3,26,1216.91,41.04,67.11,132.81,1,-1,-1,-1
3,27,1801.17,428.78,85.92,205.47,1,-1,-1,-1
3,28,517.22,158.45,63.79,172.14,1,-1,-1,-1
3,29,789.74,130.45,62.34,168.77,1,-1,-1,-1
3,30,418.39,66.78,56.76,155.03,1,-1,-1,-1
3,31,826.57,94.43,45.87,161.08,1,-1,-1,-1
3,32,676.52,237.80,71.95,114.00,1,-1,-1,-1
3,33,1006.73,0.00,53.93,83.26,1,-1,-1,-1
3,34,599.18,762.49,78.66,247.11,1,-1,-1,-1
3,35,494.40,65.49,62.02,165.00,1,-1,-1,-1
3,36,1705.13,187.48,49.17,180.24,1,-1,-1,-1
3,37,434.14,166.89,57.17,174.67,1,-1,-1,-1
3,38,884.90,0.00,56.30,75.12,1,-1,-1,-1
3,39,1567.26,19.56,48.29,137.78,1,-1,-1,-1
3,40,1656.59,29.74,48.60,157.47,1,-1,-1,-1
4,1,57.04,597.63,84.38,236.63,1,-1,-1,-1
4,2,827.16,301.76,71.80,199.46,1,-1,-1,-1
4,3,768.84,268.77,67.84,211.48,1,-1,-1,-1
4,4,1015.53,69.96,65.70,183.20,1,-1,-1,-1
4,5,330.66,229.22,62.83,182.40,1,-1,-1,-1
4,6,990.86,318.21,67.70,189.43,1,-1,-1,-1
4,7,740.47,643.87,83.98,232.12,1,-1,-1,-1
4,8,1799.39,208.40,62.99,162.39,1,-1,-1,-1
4,9,1625.25,373.04,91.41,221.90,1,-1,-1,-1
4,10,1159.22,811.16,97.29,254.82,1,-1,-1,-1
4,11,1582.92,238.91,70.81,184.63,1,-1,-1,-1
4,12,672.41,321.11,59.94,119.99,1,-1,-1,-1
4,13,1324.55,485.02,71.88,213.90,1,-1,-1,-1
4,14,881.75,117.54,54.64,147.72,1,-1,-1,-1
4,15,260.54,188.13,59.19,180.67,1,-1,-1,-1
4,16,404.57,212.88,61.53,178.20,1,-1,-1,-1
4,17,1740.59,205.99,51.63,158.98,1,-1,-1,-1
4,18,1494.21,35.16,56.85,140.03,1,-1,-1,-1
4,19,1602.14,29.11,56.39,161.55,1,-1,-1,-1
4,20,1416.36,19.84,51.13,129.60,1,-1,-1,-1
4,21,363.49,73.47,54.86,157.29,1,-1,-1,-1
4,22,1701.81,358.06,68.09,208.86,1,-1,-1,-1
4,23,1374.53,587.00,78.17,260.59,1,-1,-1,-1
4,24,1005.55,847.79,102.07,227.83,1,-1,-1,-1
4,25,1340.47,7.26,55.45,143.79,1,-1,-1,-1
4,26,1216.93,48.72,64.83,128.50,1,-1,-1,-1
4,27,1803.41,430.53,85.76,205.77,1,-1,-1,-1
4,28,518.10,160.22,62.59,169.42,1,-1,-1,-1
4,29,792.46,132.08,61.94,167.82,1,-1,-1,-1
4,30,418.11,66.26,56.22,153.57,1,-1,-1,-1
4,31,827.07,96.98,44.90,157.36,1,-1,-1,-1
4,32,677.53,238.07,69.13,109.42,1,-1,-1,-1
4,33,1008.05,0.00,52.92,81.55,1,-1,-1,-1
4,34,599.12,762.09,78.81,247.29,1,-1,-1,-1
4,35,493.73,65.10,60.62,161.18,1,-1,-1,-1
4,36,1704.78,189.34,48.63,177.73,1,-1,-1,-1
